mapping_id,images_path,depth_est_path,depths_path,sparse_path,images_raw_path,masks_raw_path,masks_images_path,gaussian_path,images_csv_path
0227efad-677e-4c25-8354-fb70e351b0ee,images/0227efad-677e-4c25-8354-fb70e351b0ee,depth_est/0227efad-677e-4c25-8354-fb70e351b0ee,,sparse/0227efad-677e-4c25-8354-fb70e351b0ee,images_raw/0227efad-677e-4c25-8354-fb70e351b0ee,masks_raw/0227efad-677e-4c25-8354-fb70e351b0ee,masks_images/0227efad-677e-4c25-8354-fb70e351b0ee,3dgs/0227efad-677e-4c25-8354-fb70e351b0ee.ply,images-csv/0227efad-677e-4c25-8354-fb70e351b0ee.csv
0266af8e-4e59-4722-8b08-325b6587bdc8,images/0266af8e-4e59-4722-8b08-325b6587bdc8,depth_est/0266af8e-4e59-4722-8b08-325b6587bdc8,depths/0266af8e-4e59-4722-8b08-325b6587bdc8,sparse/0266af8e-4e59-4722-8b08-325b6587bdc8,images_raw/0266af8e-4e59-4722-8b08-325b6587bdc8,masks_raw/0266af8e-4e59-4722-8b08-325b6587bdc8,masks_images/0266af8e-4e59-4722-8b08-325b6587bdc8,3dgs/0266af8e-4e59-4722-8b08-325b6587bdc8.ply,images-csv/0266af8e-4e59-4722-8b08-325b6587bdc8.csv
027db4bc-ccf3-4f17-9e02-e6088296ecbb,images/027db4bc-ccf3-4f17-9e02-e6088296ecbb,depth_est/027db4bc-ccf3-4f17-9e02-e6088296ecbb,depths/027db4bc-ccf3-4f17-9e02-e6088296ecbb,sparse/027db4bc-ccf3-4f17-9e02-e6088296ecbb,images_raw/027db4bc-ccf3-4f17-9e02-e6088296ecbb,masks_raw/027db4bc-ccf3-4f17-9e02-e6088296ecbb,masks_images/027db4bc-ccf3-4f17-9e02-e6088296ecbb,3dgs/027db4bc-ccf3-4f17-9e02-e6088296ecbb.ply,images-csv/027db4bc-ccf3-4f17-9e02-e6088296ecbb.csv
02d79907-2459-44c4-8315-301571f9b18d,images/02d79907-2459-44c4-8315-301571f9b18d,depth_est/02d79907-2459-44c4-8315-301571f9b18d,,sparse/02d79907-2459-44c4-8315-301571f9b18d,images_raw/02d79907-2459-44c4-8315-301571f9b18d,masks_raw/02d79907-2459-44c4-8315-301571f9b18d,masks_images/02d79907-2459-44c4-8315-301571f9b18d,3dgs/02d79907-2459-44c4-8315-301571f9b18d.ply,images-csv/02d79907-2459-44c4-8315-301571f9b18d.csv
0377e4d5-b8cf-41e3-bb77-fc6e4c77b441,images/0377e4d5-b8cf-41e3-bb77-fc6e4c77b441,depth_est/0377e4d5-b8cf-41e3-bb77-fc6e4c77b441,,sparse/0377e4d5-b8cf-41e3-bb77-fc6e4c77b441,images_raw/0377e4d5-b8cf-41e3-bb77-fc6e4c77b441,masks_raw/0377e4d5-b8cf-41e3-bb77-fc6e4c77b441,masks_images/0377e4d5-b8cf-41e3-bb77-fc6e4c77b441,3dgs/0377e4d5-b8cf-41e3-bb77-fc6e4c77b441.ply,images-csv/0377e4d5-b8cf-41e3-bb77-fc6e4c77b441.csv
037836ec-ba5f-48e1-835d-a978c63cdb6e,images/037836ec-ba5f-48e1-835d-a978c63cdb6e,depth_est/037836ec-ba5f-48e1-835d-a978c63cdb6e,depths/037836ec-ba5f-48e1-835d-a978c63cdb6e,sparse/037836ec-ba5f-48e1-835d-a978c63cdb6e,images_raw/037836ec-ba5f-48e1-835d-a978c63cdb6e,masks_raw/037836ec-ba5f-48e1-835d-a978c63cdb6e,masks_images/037836ec-ba5f-48e1-835d-a978c63cdb6e,3dgs/037836ec-ba5f-48e1-835d-a978c63cdb6e.ply,images-csv/037836ec-ba5f-48e1-835d-a978c63cdb6e.csv
03b80d01-2d35-495e-8b57-84bf1ffa20d5,images/03b80d01-2d35-495e-8b57-84bf1ffa20d5,depth_est/03b80d01-2d35-495e-8b57-84bf1ffa20d5,,sparse/03b80d01-2d35-495e-8b57-84bf1ffa20d5,images_raw/03b80d01-2d35-495e-8b57-84bf1ffa20d5,masks_raw/03b80d01-2d35-495e-8b57-84bf1ffa20d5,masks_images/03b80d01-2d35-495e-8b57-84bf1ffa20d5,3dgs/03b80d01-2d35-495e-8b57-84bf1ffa20d5.ply,images-csv/03b80d01-2d35-495e-8b57-84bf1ffa20d5.csv
03f54201-4c83-421e-8b26-304e38374a45,images/03f54201-4c83-421e-8b26-304e38374a45,depth_est/03f54201-4c83-421e-8b26-304e38374a45,,sparse/03f54201-4c83-421e-8b26-304e38374a45,images_raw/03f54201-4c83-421e-8b26-304e38374a45,masks_raw/03f54201-4c83-421e-8b26-304e38374a45,masks_images/03f54201-4c83-421e-8b26-304e38374a45,3dgs/03f54201-4c83-421e-8b26-304e38374a45.ply,images-csv/03f54201-4c83-421e-8b26-304e38374a45.csv
048cab38-4bca-47f6-9ca1-3ed45d6621c5,images/048cab38-4bca-47f6-9ca1-3ed45d6621c5,depth_est/048cab38-4bca-47f6-9ca1-3ed45d6621c5,,sparse/048cab38-4bca-47f6-9ca1-3ed45d6621c5,images_raw/048cab38-4bca-47f6-9ca1-3ed45d6621c5,masks_raw/048cab38-4bca-47f6-9ca1-3ed45d6621c5,masks_images/048cab38-4bca-47f6-9ca1-3ed45d6621c5,3dgs/048cab38-4bca-47f6-9ca1-3ed45d6621c5.ply,images-csv/048cab38-4bca-47f6-9ca1-3ed45d6621c5.csv
051e17f9-1440-4ba3-8ff8-1557bcfbb528,images/051e17f9-1440-4ba3-8ff8-1557bcfbb528,depth_est/051e17f9-1440-4ba3-8ff8-1557bcfbb528,,sparse/051e17f9-1440-4ba3-8ff8-1557bcfbb528,images_raw/051e17f9-1440-4ba3-8ff8-1557bcfbb528,masks_raw/051e17f9-1440-4ba3-8ff8-1557bcfbb528,masks_images/051e17f9-1440-4ba3-8ff8-1557bcfbb528,3dgs/051e17f9-1440-4ba3-8ff8-1557bcfbb528.ply,images-csv/051e17f9-1440-4ba3-8ff8-1557bcfbb528.csv
05db14b3-ecaf-46cd-8fe8-896f139879d8,images/05db14b3-ecaf-46cd-8fe8-896f139879d8,depth_est/05db14b3-ecaf-46cd-8fe8-896f139879d8,,sparse/05db14b3-ecaf-46cd-8fe8-896f139879d8,images_raw/05db14b3-ecaf-46cd-8fe8-896f139879d8,masks_raw/05db14b3-ecaf-46cd-8fe8-896f139879d8,masks_images/05db14b3-ecaf-46cd-8fe8-896f139879d8,3dgs/05db14b3-ecaf-46cd-8fe8-896f139879d8.ply,images-csv/05db14b3-ecaf-46cd-8fe8-896f139879d8.csv
060fd1a4-5867-43c9-93ec-819ea4ff2378,images/060fd1a4-5867-43c9-93ec-819ea4ff2378,depth_est/060fd1a4-5867-43c9-93ec-819ea4ff2378,,sparse/060fd1a4-5867-43c9-93ec-819ea4ff2378,images_raw/060fd1a4-5867-43c9-93ec-819ea4ff2378,masks_raw/060fd1a4-5867-43c9-93ec-819ea4ff2378,masks_images/060fd1a4-5867-43c9-93ec-819ea4ff2378,3dgs/060fd1a4-5867-43c9-93ec-819ea4ff2378.ply,images-csv/060fd1a4-5867-43c9-93ec-819ea4ff2378.csv
061c4ef5-1d01-48de-adf4-36c405dc92f3,images/061c4ef5-1d01-48de-adf4-36c405dc92f3,depth_est/061c4ef5-1d01-48de-adf4-36c405dc92f3,,sparse/061c4ef5-1d01-48de-adf4-36c405dc92f3,images_raw/061c4ef5-1d01-48de-adf4-36c405dc92f3,masks_raw/061c4ef5-1d01-48de-adf4-36c405dc92f3,masks_images/061c4ef5-1d01-48de-adf4-36c405dc92f3,3dgs/061c4ef5-1d01-48de-adf4-36c405dc92f3.ply,images-csv/061c4ef5-1d01-48de-adf4-36c405dc92f3.csv
062ccadd-a5dd-4736-aab4-207addabe6fa,images/062ccadd-a5dd-4736-aab4-207addabe6fa,depth_est/062ccadd-a5dd-4736-aab4-207addabe6fa,depths/062ccadd-a5dd-4736-aab4-207addabe6fa,sparse/062ccadd-a5dd-4736-aab4-207addabe6fa,images_raw/062ccadd-a5dd-4736-aab4-207addabe6fa,masks_raw/062ccadd-a5dd-4736-aab4-207addabe6fa,masks_images/062ccadd-a5dd-4736-aab4-207addabe6fa,3dgs/062ccadd-a5dd-4736-aab4-207addabe6fa.ply,images-csv/062ccadd-a5dd-4736-aab4-207addabe6fa.csv
063172f1-7e2a-4ab5-9ca9-00ee6680cf9f,images/063172f1-7e2a-4ab5-9ca9-00ee6680cf9f,depth_est/063172f1-7e2a-4ab5-9ca9-00ee6680cf9f,,sparse/063172f1-7e2a-4ab5-9ca9-00ee6680cf9f,images_raw/063172f1-7e2a-4ab5-9ca9-00ee6680cf9f,masks_raw/063172f1-7e2a-4ab5-9ca9-00ee6680cf9f,masks_images/063172f1-7e2a-4ab5-9ca9-00ee6680cf9f,3dgs/063172f1-7e2a-4ab5-9ca9-00ee6680cf9f.ply,images-csv/063172f1-7e2a-4ab5-9ca9-00ee6680cf9f.csv
068f9a10-0143-4e4d-aabf-9f6b65cbffb2,images/068f9a10-0143-4e4d-aabf-9f6b65cbffb2,depth_est/068f9a10-0143-4e4d-aabf-9f6b65cbffb2,,sparse/068f9a10-0143-4e4d-aabf-9f6b65cbffb2,images_raw/068f9a10-0143-4e4d-aabf-9f6b65cbffb2,masks_raw/068f9a10-0143-4e4d-aabf-9f6b65cbffb2,masks_images/068f9a10-0143-4e4d-aabf-9f6b65cbffb2,3dgs/068f9a10-0143-4e4d-aabf-9f6b65cbffb2.ply,images-csv/068f9a10-0143-4e4d-aabf-9f6b65cbffb2.csv
06dc4d9f-0a6c-4a9a-9420-30e68916105d,images/06dc4d9f-0a6c-4a9a-9420-30e68916105d,depth_est/06dc4d9f-0a6c-4a9a-9420-30e68916105d,,sparse/06dc4d9f-0a6c-4a9a-9420-30e68916105d,images_raw/06dc4d9f-0a6c-4a9a-9420-30e68916105d,masks_raw/06dc4d9f-0a6c-4a9a-9420-30e68916105d,masks_images/06dc4d9f-0a6c-4a9a-9420-30e68916105d,3dgs/06dc4d9f-0a6c-4a9a-9420-30e68916105d.ply,images-csv/06dc4d9f-0a6c-4a9a-9420-30e68916105d.csv
06f8c45c-90cd-4e42-b06c-6878982a98ce,images/06f8c45c-90cd-4e42-b06c-6878982a98ce,depth_est/06f8c45c-90cd-4e42-b06c-6878982a98ce,,sparse/06f8c45c-90cd-4e42-b06c-6878982a98ce,images_raw/06f8c45c-90cd-4e42-b06c-6878982a98ce,masks_raw/06f8c45c-90cd-4e42-b06c-6878982a98ce,masks_images/06f8c45c-90cd-4e42-b06c-6878982a98ce,3dgs/06f8c45c-90cd-4e42-b06c-6878982a98ce.ply,images-csv/06f8c45c-90cd-4e42-b06c-6878982a98ce.csv
06fa0a27-a862-4233-b5c0-7dbbebe14ce5,images/06fa0a27-a862-4233-b5c0-7dbbebe14ce5,depth_est/06fa0a27-a862-4233-b5c0-7dbbebe14ce5,depths/06fa0a27-a862-4233-b5c0-7dbbebe14ce5,sparse/06fa0a27-a862-4233-b5c0-7dbbebe14ce5,images_raw/06fa0a27-a862-4233-b5c0-7dbbebe14ce5,masks_raw/06fa0a27-a862-4233-b5c0-7dbbebe14ce5,masks_images/06fa0a27-a862-4233-b5c0-7dbbebe14ce5,3dgs/06fa0a27-a862-4233-b5c0-7dbbebe14ce5.ply,images-csv/06fa0a27-a862-4233-b5c0-7dbbebe14ce5.csv
07282cae-bd5a-495e-a9e2-cccc9e5b47c5,images/07282cae-bd5a-495e-a9e2-cccc9e5b47c5,depth_est/07282cae-bd5a-495e-a9e2-cccc9e5b47c5,depths/07282cae-bd5a-495e-a9e2-cccc9e5b47c5,sparse/07282cae-bd5a-495e-a9e2-cccc9e5b47c5,images_raw/07282cae-bd5a-495e-a9e2-cccc9e5b47c5,masks_raw/07282cae-bd5a-495e-a9e2-cccc9e5b47c5,masks_images/07282cae-bd5a-495e-a9e2-cccc9e5b47c5,3dgs/07282cae-bd5a-495e-a9e2-cccc9e5b47c5.ply,images-csv/07282cae-bd5a-495e-a9e2-cccc9e5b47c5.csv
07429c43-748a-44b0-ac44-83c0fbc457a7,images/07429c43-748a-44b0-ac44-83c0fbc457a7,depth_est/07429c43-748a-44b0-ac44-83c0fbc457a7,depths/07429c43-748a-44b0-ac44-83c0fbc457a7,sparse/07429c43-748a-44b0-ac44-83c0fbc457a7,images_raw/07429c43-748a-44b0-ac44-83c0fbc457a7,masks_raw/07429c43-748a-44b0-ac44-83c0fbc457a7,masks_images/07429c43-748a-44b0-ac44-83c0fbc457a7,3dgs/07429c43-748a-44b0-ac44-83c0fbc457a7.ply,images-csv/07429c43-748a-44b0-ac44-83c0fbc457a7.csv
077440b5-e71f-4a08-840a-d8b5737d111f,images/077440b5-e71f-4a08-840a-d8b5737d111f,depth_est/077440b5-e71f-4a08-840a-d8b5737d111f,depths/077440b5-e71f-4a08-840a-d8b5737d111f,sparse/077440b5-e71f-4a08-840a-d8b5737d111f,images_raw/077440b5-e71f-4a08-840a-d8b5737d111f,masks_raw/077440b5-e71f-4a08-840a-d8b5737d111f,masks_images/077440b5-e71f-4a08-840a-d8b5737d111f,3dgs/077440b5-e71f-4a08-840a-d8b5737d111f.ply,images-csv/077440b5-e71f-4a08-840a-d8b5737d111f.csv
078ab280-f3ea-4d47-a5a9-0147e983f6ce,images/078ab280-f3ea-4d47-a5a9-0147e983f6ce,depth_est/078ab280-f3ea-4d47-a5a9-0147e983f6ce,depths/078ab280-f3ea-4d47-a5a9-0147e983f6ce,sparse/078ab280-f3ea-4d47-a5a9-0147e983f6ce,images_raw/078ab280-f3ea-4d47-a5a9-0147e983f6ce,masks_raw/078ab280-f3ea-4d47-a5a9-0147e983f6ce,masks_images/078ab280-f3ea-4d47-a5a9-0147e983f6ce,3dgs/078ab280-f3ea-4d47-a5a9-0147e983f6ce.ply,images-csv/078ab280-f3ea-4d47-a5a9-0147e983f6ce.csv
0833f0e1-58bc-40f9-b058-36a200f40514,images/0833f0e1-58bc-40f9-b058-36a200f40514,depth_est/0833f0e1-58bc-40f9-b058-36a200f40514,depths/0833f0e1-58bc-40f9-b058-36a200f40514,sparse/0833f0e1-58bc-40f9-b058-36a200f40514,images_raw/0833f0e1-58bc-40f9-b058-36a200f40514,masks_raw/0833f0e1-58bc-40f9-b058-36a200f40514,masks_images/0833f0e1-58bc-40f9-b058-36a200f40514,3dgs/0833f0e1-58bc-40f9-b058-36a200f40514.ply,images-csv/0833f0e1-58bc-40f9-b058-36a200f40514.csv
0837b249-cd53-4cfb-9aa6-3c1845818cb5,images/0837b249-cd53-4cfb-9aa6-3c1845818cb5,depth_est/0837b249-cd53-4cfb-9aa6-3c1845818cb5,,sparse/0837b249-cd53-4cfb-9aa6-3c1845818cb5,images_raw/0837b249-cd53-4cfb-9aa6-3c1845818cb5,masks_raw/0837b249-cd53-4cfb-9aa6-3c1845818cb5,masks_images/0837b249-cd53-4cfb-9aa6-3c1845818cb5,3dgs/0837b249-cd53-4cfb-9aa6-3c1845818cb5.ply,images-csv/0837b249-cd53-4cfb-9aa6-3c1845818cb5.csv
0872828c-4c13-4936-93f9-1564fd166a55,images/0872828c-4c13-4936-93f9-1564fd166a55,depth_est/0872828c-4c13-4936-93f9-1564fd166a55,depths/0872828c-4c13-4936-93f9-1564fd166a55,sparse/0872828c-4c13-4936-93f9-1564fd166a55,images_raw/0872828c-4c13-4936-93f9-1564fd166a55,masks_raw/0872828c-4c13-4936-93f9-1564fd166a55,masks_images/0872828c-4c13-4936-93f9-1564fd166a55,3dgs/0872828c-4c13-4936-93f9-1564fd166a55.ply,images-csv/0872828c-4c13-4936-93f9-1564fd166a55.csv
08980260-8d6b-4580-9256-61be00fd4915,images/08980260-8d6b-4580-9256-61be00fd4915,depth_est/08980260-8d6b-4580-9256-61be00fd4915,depths/08980260-8d6b-4580-9256-61be00fd4915,sparse/08980260-8d6b-4580-9256-61be00fd4915,images_raw/08980260-8d6b-4580-9256-61be00fd4915,masks_raw/08980260-8d6b-4580-9256-61be00fd4915,masks_images/08980260-8d6b-4580-9256-61be00fd4915,3dgs/08980260-8d6b-4580-9256-61be00fd4915.ply,images-csv/08980260-8d6b-4580-9256-61be00fd4915.csv
08e7d249-01ad-4a04-ab4f-f8fd734e3a8e,images/08e7d249-01ad-4a04-ab4f-f8fd734e3a8e,depth_est/08e7d249-01ad-4a04-ab4f-f8fd734e3a8e,depths/08e7d249-01ad-4a04-ab4f-f8fd734e3a8e,sparse/08e7d249-01ad-4a04-ab4f-f8fd734e3a8e,images_raw/08e7d249-01ad-4a04-ab4f-f8fd734e3a8e,masks_raw/08e7d249-01ad-4a04-ab4f-f8fd734e3a8e,masks_images/08e7d249-01ad-4a04-ab4f-f8fd734e3a8e,3dgs/08e7d249-01ad-4a04-ab4f-f8fd734e3a8e.ply,images-csv/08e7d249-01ad-4a04-ab4f-f8fd734e3a8e.csv
08f17b02-defa-465a-b851-ca565ed569cf,images/08f17b02-defa-465a-b851-ca565ed569cf,depth_est/08f17b02-defa-465a-b851-ca565ed569cf,,sparse/08f17b02-defa-465a-b851-ca565ed569cf,images_raw/08f17b02-defa-465a-b851-ca565ed569cf,masks_raw/08f17b02-defa-465a-b851-ca565ed569cf,masks_images/08f17b02-defa-465a-b851-ca565ed569cf,3dgs/08f17b02-defa-465a-b851-ca565ed569cf.ply,images-csv/08f17b02-defa-465a-b851-ca565ed569cf.csv
090d9776-f3fa-4cf0-8680-2d04ccdc9354,images/090d9776-f3fa-4cf0-8680-2d04ccdc9354,depth_est/090d9776-f3fa-4cf0-8680-2d04ccdc9354,depths/090d9776-f3fa-4cf0-8680-2d04ccdc9354,sparse/090d9776-f3fa-4cf0-8680-2d04ccdc9354,images_raw/090d9776-f3fa-4cf0-8680-2d04ccdc9354,masks_raw/090d9776-f3fa-4cf0-8680-2d04ccdc9354,masks_images/090d9776-f3fa-4cf0-8680-2d04ccdc9354,3dgs/090d9776-f3fa-4cf0-8680-2d04ccdc9354.ply,images-csv/090d9776-f3fa-4cf0-8680-2d04ccdc9354.csv
092c50e1-615f-4757-8dca-ccea4f44ab9b,images/092c50e1-615f-4757-8dca-ccea4f44ab9b,depth_est/092c50e1-615f-4757-8dca-ccea4f44ab9b,,sparse/092c50e1-615f-4757-8dca-ccea4f44ab9b,images_raw/092c50e1-615f-4757-8dca-ccea4f44ab9b,masks_raw/092c50e1-615f-4757-8dca-ccea4f44ab9b,masks_images/092c50e1-615f-4757-8dca-ccea4f44ab9b,3dgs/092c50e1-615f-4757-8dca-ccea4f44ab9b.ply,images-csv/092c50e1-615f-4757-8dca-ccea4f44ab9b.csv
0983df21-c5ac-4451-bd3b-e09cdaaa9897,images/0983df21-c5ac-4451-bd3b-e09cdaaa9897,depth_est/0983df21-c5ac-4451-bd3b-e09cdaaa9897,depths/0983df21-c5ac-4451-bd3b-e09cdaaa9897,sparse/0983df21-c5ac-4451-bd3b-e09cdaaa9897,images_raw/0983df21-c5ac-4451-bd3b-e09cdaaa9897,masks_raw/0983df21-c5ac-4451-bd3b-e09cdaaa9897,masks_images/0983df21-c5ac-4451-bd3b-e09cdaaa9897,3dgs/0983df21-c5ac-4451-bd3b-e09cdaaa9897.ply,images-csv/0983df21-c5ac-4451-bd3b-e09cdaaa9897.csv
09b4e63b-fa6b-4562-a177-4d1d853a719f,images/09b4e63b-fa6b-4562-a177-4d1d853a719f,depth_est/09b4e63b-fa6b-4562-a177-4d1d853a719f,depths/09b4e63b-fa6b-4562-a177-4d1d853a719f,sparse/09b4e63b-fa6b-4562-a177-4d1d853a719f,images_raw/09b4e63b-fa6b-4562-a177-4d1d853a719f,masks_raw/09b4e63b-fa6b-4562-a177-4d1d853a719f,masks_images/09b4e63b-fa6b-4562-a177-4d1d853a719f,3dgs/09b4e63b-fa6b-4562-a177-4d1d853a719f.ply,images-csv/09b4e63b-fa6b-4562-a177-4d1d853a719f.csv
09dd73ed-1ed4-4e38-a5d9-43d354a5b7bf,images/09dd73ed-1ed4-4e38-a5d9-43d354a5b7bf,depth_est/09dd73ed-1ed4-4e38-a5d9-43d354a5b7bf,,sparse/09dd73ed-1ed4-4e38-a5d9-43d354a5b7bf,images_raw/09dd73ed-1ed4-4e38-a5d9-43d354a5b7bf,masks_raw/09dd73ed-1ed4-4e38-a5d9-43d354a5b7bf,masks_images/09dd73ed-1ed4-4e38-a5d9-43d354a5b7bf,3dgs/09dd73ed-1ed4-4e38-a5d9-43d354a5b7bf.ply,images-csv/09dd73ed-1ed4-4e38-a5d9-43d354a5b7bf.csv
0a59b6d0-fd15-4a16-b90f-fcdc8b393ed6,images/0a59b6d0-fd15-4a16-b90f-fcdc8b393ed6,depth_est/0a59b6d0-fd15-4a16-b90f-fcdc8b393ed6,depths/0a59b6d0-fd15-4a16-b90f-fcdc8b393ed6,sparse/0a59b6d0-fd15-4a16-b90f-fcdc8b393ed6,images_raw/0a59b6d0-fd15-4a16-b90f-fcdc8b393ed6,masks_raw/0a59b6d0-fd15-4a16-b90f-fcdc8b393ed6,masks_images/0a59b6d0-fd15-4a16-b90f-fcdc8b393ed6,3dgs/0a59b6d0-fd15-4a16-b90f-fcdc8b393ed6.ply,images-csv/0a59b6d0-fd15-4a16-b90f-fcdc8b393ed6.csv
